date,hold,buy,sell,choice,episode
2017-04-28,0.15291728079319,0.1427018642425537,0.15063968300819397,0,10
2017-05-01,0.15216198563575745,0.14456266164779663,0.14870789647102356,0,10
2017-05-02,0.14480948448181152,0.1426902413368225,0.14694248139858246,2,10
2017-05-03,0.13579882681369781,0.13763484358787537,0.1450183391571045,2,10
2017-05-04,0.13669106364250183,0.13667012751102448,0.14403247833251953,2,10
2017-05-05,0.13661667704582214,0.1364593505859375,0.14323300123214722,2,10
2017-05-08,0.13530652225017548,0.13557426631450653,0.14246304333209991,2,10
2017-05-09,0.1345810741186142,0.1347377896308899,0.14169101417064667,2,10
2017-05-10,0.13393835723400116,0.1340644806623459,0.14091144502162933,2,10
2017-05-11,0.13317449390888214,0.13336177170276642,0.1401243805885315,2,10
2017-05-12,0.1324542611837387,0.13264161348342896,0.13933072984218597,2,10
2017-05-15,0.13176098465919495,0.13194575905799866,0.1385316699743271,2,10
2017-05-16,0.13106316328048706,0.13126187026500702,0.1377282738685608,2,10
2017-05-17,0.13028959929943085,0.1308010220527649,0.13675309717655182,2,10
2017-05-18,0.1293211281299591,0.13070541620254517,0.13557511568069458,2,10
2017-05-19,0.12820738554000854,0.13068556785583496,0.13432882726192474,2,10
2017-05-22,0.12746988236904144,0.13068145513534546,0.13290800154209137,2,10
2017-05-23,0.1273168921470642,0.1306806057691574,0.13129590451717377,2,10
2017-05-24,0.1272851526737213,0.13068044185638428,0.12863416969776154,1,10
2017-05-25,0.12727855145931244,0.1300528645515442,0.12650813162326813,1,10
2017-05-26,0.1272771805524826,0.1242598369717598,0.12474624812602997,0,10
2017-05-30,0.12660014629364014,0.11865149438381195,0.12321609258651733,0,10
2017-05-31,0.11997509002685547,0.11824671179056168,0.12167719006538391,2,10
2017-06-01,0.11194834858179092,0.11395679414272308,0.12007299810647964,2,10
2017-06-02,0.11398272216320038,0.11383949220180511,0.12155608832836151,2,10
2017-06-05,0.11877527087926865,0.1189345046877861,0.1283179521560669,2,10
2017-06-06,0.12617570161819458,0.12637871503829956,0.13588258624076843,2,10
2017-06-07,0.13330234587192535,0.1333567202091217,0.14334991574287415,2,10
2017-06-08,0.13998247683048248,0.13995422422885895,0.1505548059940338,2,10
2017-06-09,0.14656352996826172,0.14647477865219116,0.15748152136802673,2,10
2017-06-12,0.1529238075017929,0.15279076993465424,0.16414318978786469,2,10
2017-06-13,0.1590537577867508,0.15887859463691711,0.17055721580982208,2,10
